eurostat,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_over
DEA31,9940,10824,12996,13911,14729,19942,16281,10722,8038
DEA32,25721,25853,32482,31935,32962,40327,32177,22496,16701
DEA33,27221,27435,62735,46004,36455,43513,31272,22163,17521
DEA34,36610,40452,44326,43774,47095,64159,43896,29213,21151
DEA35,20489,23043,23278,24626,27662,39341,29098,18872,13520
DEA36,54013,57807,65766,69103,77791,104736,85005,58271,42769
DEA37,43381,48539,51466,51604,57048,77510,53881,36903,27282
DEA38,26068,29939,29754,31575,35550,47411,34982,24224,18280
DEA4,195010,211954,249638,246282,254793,335223,249004,175496,137910
DEA41,31748,33197,47882,44547,41463,48859,36326,27489,22275
DEA42,35270,38787,42638,43962,47721,61406,42129,29813,22357
DEA43,23003,25173,27046,28733,31602,42742,31181,22766,18537
DEA44,12181,14504,15205,14984,16904,24672,19251,12866,10100
DEA45,33656,36428,38839,38833,41234,57298,44375,32094,25634
DEA46,29080,32232,34561,34787,37889,52345,39623,27782,22411
DEA47,30072,31633,43467,40436,37980,47901,36119,22686,16596
DEA5,318572,341315,435746,428846,443608,589256,454047,329164,241943
DEA51,30035,30673,52456,47913,42914,55592,45927,33518,25600
DEA52,53902,53614,81965,77995,73653,88988,68441,51092,37360
DEA53,18028,18736,22189,22134,22809,30397,23162,17850,13509
DEA54,16881,18643,22137,21598,23266,27419,22057,15676,11434
DEA55,13875,14828,19298,18502,20423,24847,19475,14408,10718
DEA56,27513,28692,35214,36440,39333,56873,43556,33073,23602
DEA57,22221,26482,28910,29048,32409,45360,34078,23817,18150
DEA58,36916,41026,45473,46678,50565,71914,52782,38851,27915
DEA59,12332,13987,15270,15879,17288,23628,16814,11252,8325
DEA5A,24975,26207,36718,33255,33119,45036,35555,25023,18322
DEA5B,27462,30636,33728,34948,38314,51761,38585,26679,19789
DEA5C,34432,37791,42388,44456,49515,67441,53615,37925,27219
DEB,365222,381196,482741,491524,499569,688998,541977,364138,269479
DEB1,131234,141282,166049,172788,180526,257608,204249,138733,103416
DEB11,9644,9443,18865,15883,12711,16016,13110,10236,8116
DEB12,11039,11598,13855,14067,14978,22927,17812,13485,9966
DEB13,11446,12418,14328,14483,15714,22367,17496,11634,8819
DEB14,14068,14913,16499,17733,19147,27361,22298,15176,10885
DEB15,6689,7372,8673,8867,9292,13922,12099,7591,6215
DEB17,19241,20317,23157,25578,26398,37042,29262,19247,14017
DEB18,16620,18095,19802,20327,21817,31635,24591,16512,12542
DEB1A,10554,11344,12525,13745,15015,21452,17285,12046,8342
DEB1B,18197,20079,21437,23840,25614,35712,26581,17394,12743
DEB1C,4832,5788,6393,6521,7310,11034,8938,6089,4682
DEB1D,8904,9915,10515,11744,12530,18140,14777,9323,7089
DEB2,46898,49489,66052,65655,65446,88849,69885,44035,34698
DEB21,9004,9375,21732,16539,12781,15231,11673,7837,6464
DEB22,9877,10537,11669,12747,14043,19407,15887,10019,8076
DEB23,9192,9526,11195,11846,12060,17207,13199,8013,6323
DEB24,4912,5610,6385,6388,7046,10739,9078,5954,4491
DEB25,13913,14441,15071,18135,19516,26265,20048,12212,9344
DEB3,187090,190425,250640,253081,253597,342541,267843,181370,131365
DEB31,4706,4502,5676,6165,5841,7441,5917,4675,3638
DEB32,8412,8397,18261,12814,10910,14435,11938,8607,6071
DEB33,3915,4128,8431,5753,5388,7224,5338,3733,2767
DEB34,18062,16647,22780,23757,22118,25596,18313,13616,10172
DEB35,18734,17683,41942,34939,26032,28324,21318,16448,11698
DEB36,4675,4797,5719,6041,6007,9014,7330,5333,4232
DEB37,3442,3524,4665,4282,4481,6663,5780,4069,3497
DEB38,4451,4710,5474,6016,6291,8510,6662,4792,3472
DEB39,8097,8111,10969,10294,10425,12849,10364,7043,5178
DEB3A,2895,3149,4187,4277,3952,5393,4668,3195,2493
DEB3B,12285,12727,13480,15453,16574,23004,18200,10398,7123
DEB3C,11142,12056,12466,14010,16361,24497,19225,13601,9302
DEB3D,6629,7519,7487,8409,9350,13494,11071,6390,4752
DEB3E,12068,12476,14733,16210,16672,22251,16727,10577,7361
DEB3F,10220,10477,11036,12338,12688,18279,15022,9144,6853
DEB3G,5912,6256,7140,7605,8253,12691,11024,6531,5114
DEB3H,9548,10126,10727,12200,13662,20247,15996,10449,7401
DEB3I,14583,14095,15064,18160,19171,27283,20565,14651,10629
DEB3J,20033,21023,21170,24377,28285,37595,27678,18673,12055
DEB3K,7281,8022,9233,9981,11136,17751,14707,9445,7557
DEC,79640,85300,112216,116141,114328,171098,144555,94535,72696
DEC0,79640,85300,112216,116141,114328,171098,144555,94535,72696
DEC01,27365,28017,42946,41198,37300,53495,45211,31054,23122
DEC02,8170,9599,10620,11889,12821,18587,15360,9180,7140
DEC03,10460,11172,13912,15199,15136,23606,19603,13155,9963
DEC04,16032,16810,20775,22581,22519,34244,29362,18481,14397
DEC05,11207,12284,15201,15666,16217,25097,21338,14136,11485
DEC06,6406,7418,8762,9608,10335,16069,13681,8529,6589
DED,369615,337683,372483,537552,482263,623028,575843,449277,330193
DED2,149996,136162,143904,209939,190522,244116,217474,175523,130563
DED21,57567,46693,78342,89205,65085,68248,57125,53470,38914
DED2C,27002,25679,18233,35020,36372,51519,46827,34080,26148
DED2D,21003,21026,16922,27734,28643,43256,41158,31575,23577
DED2E,21560,21057,14858,28689,29811,40995,36114,27901,21180
DED2F,22864,21707,15549,29291,30611,40098,36250,28497,20744
DED4,120341,116766,109294,169653,166894,227010,229150,171580,125757
DED41,21921,19425,27086,33824,26940,33456,33860,30096,20629
DED42,28395,28460,21352,38193,40276,53289,59807,38490,29434
DED43,26032,25028,22627,35834,36108,50462,48228,35087,26779
DED44,17964,18177,15279,25380,26689,37603,37088,28921,20695
DED45,26029,25676,22950,36422,36881,52200,50167,38986,28220
DED5,99278,84755,119285,157960,124847,151902,129219,102174,73873
DED51,59141,46091,90394,103350,67723,71169,59116,52570,38303
DED52,22898,22091,15884,30281,32676,45517,39421,28833,20162
DED53,17239,16573,13007,24329,24448,35216,30682,20771,15408
DEE,181896,176533,188014,268252,257445,375641,338049,250472,172019
DEE0,181896,176533,188014,268252,257445,375641,338049,250472,172019
DEE01,6160,5821,6205,8989,8742,13477,12785,11218,7840
DEE02,22359,20426,33754,33217,26547,31029,29029,26104,16792
DEE03,21522,18978,32633,33747,25872,33297,29423,25725,17500
DEE04,7217,7119,6096,10088,9878,15916,13094,8203,6154
DEE05,12261,12235,11258,18270,19136,28521,26268,18917,12988
DEE06,7544,7232,5826,10535,10937,16894,14468,9620,6872
DEE07,14936,14429,12048,21756,21736,31621,27141,16562,11505
DEE08,14206,13733,12777,21272,20866,31928,28926,20873,15609
DEE09,16357,16957,15346,24840,25030,37845,34680,25872,17519
DEE0A,10041,10492,8610,14808,15770,24358,23211,17095,11864
DEE0B,15738,15144,12795,22381,23366,32662,29600,20103,12793
DEE0C,14759,14967,13957,21642,22270,34048,30298,23131,15488
DEE0D,9135,9342,8381,12822,12837,21078,18098,11843,8446
DEE0E,9661,9658,8328,13885,14458,22967,21028,15206,10649
DEF,254260,280522,320886,330930,365045,491308,356755,302415,194591
DEF0,254260,280522,320886,330930,365045,491308,356755,302415,194591
DEF01,8076,8053,16615,10800,10192,12719,9653,8141,5255
DEF02,21223,20834,46490,35824,28938,34730,25152,20867,13490
DEF03,18239,18938,28779,27122,26507,33889,25429,22529,15766
DEF04,6996,7982,9785,9462,9723,12624,9497,7969,5449
DEF05,10934,13247,14207,13418,16145,22797,18384,14770,9308
DEF06,18556,20051,18560,22750,25618,34788,23699,19603,13639
DEF07,13483,16418,18041,17632,20033,28431,21987,18212,11270
DEF08,15147,17936,17703,19645,24422,35615,29134,25327,15652
DEF09,29269,30917,32105,36798,41802,54328,36563,32021,20588
DEF0A,10674,12610,11045,12558,16005,23168,17414,15612,9561
DEF0B,23959,28280,25551,28655,34924,48740,35349,29124,18193
DEF0C,18010,20475,19443,21177,24748,34940,26282,21584,13366
DEF0D,25522,27288,27802,33427,36762,47721,32703,27810,16997
DEF0E,11313,13037,13372,14088,16491,24251,16581,13416,8798
DEF0F,22859,24456,21388,27574,32735,42567,28928,25430,17259
DEG,184371,175123,183287,270688,254541,354314,326485,235458,158878
DEG0,184371,175123,183287,270688,254541,354314,326485,235458,158878
DEG01,20123,17727,26694,32031,25122,30686,26931,21076,13309
DEG02,7857,7171,7665,11278,9938,15130,15144,11616,8353
DEG03,10520,9074,18892,18535,11868,12890,11800,10869,6959
DEG04,2458,2373,2730,3548,3715,5829,6113,5078,2991
DEG05,6206,5708,8142,9315,7661,9129,7824,6560,4545
DEG06,9794,9033,7810,13214,12478,16362,15102,10131,6456
DEG07,7045,7072,7176,10083,9567,14096,12557,9770,6456
DEG09,9224,9018,7871,12607,12425,17613,15806,10807,7541
DEG0A,5909,6160,5113,8597,8759,13368,12684,8718,5701
DEG0B,10040,9398,9310,14993,14613,21399,19682,13665,9247
DEG0C,11718,11478,10722,17023,16857,23014,20431,14723,9486
DEG0D,6147,5911,4805,8618,8916,12245,11484,7095,4434
DEG0E,5280,5004,4764,8190,7847,11164,10277,6383,4644
DEG0F,9216,8722,10102,13728,12670,17887,16407,12156,7854
DEG0G,7718,7243,5611,10075,10549,14266,13212,8195,5078
DEG0H,4148,4349,4109,6553,6877,9817,9247,6357,4739
DEG0I,8324,7976,6988,12084,12422,18652,17512,12867,9531
DEG0J,7217,6952,5629,10027,10095,14761,13207,9354,5809
DEG0K,6735,6577,5506,9361,9804,14268,13348,8779,6490
DEG0L,7608,7636,5618,10533,11347,17775,17123,11776,8743
DEG0M,6812,6960,5517,9657,10591,15575,15262,11620,8124
DEG0N,3648,3560,3803,5560,5113,6765,5610,4907,3404
DEG0P,10624,10021,8710,15078,15307,21623,19722,12956,8984
EE,144911,133739,152825,192519,182048,171824,162450,109787,74717
EE0,144911,133739,152825,192519,182048,171824,162450,109787,74717
EE00,144911,133739,152825,192519,182048,171824,162450,109787,74717
EE001,70947,60117,72235,99621,86119,70575,66367,44344,29153
EE004,14893,14686,16741,18845,19659,21576,18921,14287,9332
EE006,12693,12929,13511,15273,16287,17364,16344,11333,7188
EE007,11687,13279,10939,16464,18269,20615,23084,12329,9574
EE008,34691,32728,39399,42316,41714,41694,37734,27494,19470
IE,668830,658265,585903,729757,725606,593152,469668,309235,163824
IE0,668830,658265,585903,729757,725606,593152,469668,309235,163824
IE04,118004,119983,94501,115757,124370,108721,91894,61048,33669
IE041,56244,57753,43320,53055,57564,51037,42707,28768,15478
IE042,61760,62230,51181,62702,66806,57684,49187,32280,18191
IE05,217387,220858,183758,221976,238249,205000,166686,112290,58177
IE051,63892,65958,54561,64360,70182,61299,51333,34582,17997
IE052,59106,61317,47413,57844,63700,55544,44231,29887,15225
IE053,94389,93583,81784,99772,104367,88157,71122,47821,24955
IE06,333439,317424,307644,392024,362987,279431,211088,135897,71978
IE061,180372,166307,196068,245349,205082,153829,118391,77894,44314
IE062,107255,106638,78080,103452,113698,88447,63811,40003,18759
IE063,45812,44479,33496,43223,44207,37155,28886,18000,8905
EL,994709,1088503,1121294,1375885,1608239,1500790,1278758,995987,760434
EL5,270831,316917,325389,372580,446632,434664,374014,300683,232494
EL51,52616,61581,69811,74847,82744,81428,72895,58595,45206
EL511,12511,13503,18958,19349,18773,18456,18289,15540,11811
EL512,11698,13469,14062,16047,15822,14663,12016,8486,5368
EL513,8857,11174,15307,14389,15106,14501,13111,11015,7206
EL514,8040,9812,8974,10679,13330,14470,12696,9459,9385
EL515,11510,13623,12510,14383,19713,19338,16783,14095,11436
EL52,168723,195832,196651,229682,280019,267840,222382,179286,133362
EL521,13065,15763,13742,16676,20776,19008,17369,14786,10400
EL522,103402,115691,124520,140274,168986,160031,126550,95949,69287
EL523,7041,8123,8919,10196,10568,10492,9017,8337,7782
EL524,11433,14035,12232,15890,20020,20742,16920,14257,11652
EL525,11946,14340,13219,15826,19292,18652,15852,13163,9589
EL526,12080,16075,14540,16551,23364,23630,23347,20872,16915
EL527,9756,11805,9479,14269,17013,15285,13327,11922,7737
EL53,22164,27651,25728,30312,37876,40549,34107,25416,23205
EL531,14049,17752,16066,19306,24397,25728,21916,16391,15216
EL532,3749,4333,4309,5106,6637,7548,6368,4612,4006
EL533,4366,5566,5353,5900,6842,7273,5823,4413,3983
EL54,27328,31853,33199,37739,45993,44847,44630,37386,30721
EL541,10235,11975,9148,11939,16179,16927,17220,15217,12096
EL542,3537,4176,4201,5188,6141,6005,6591,4996,4229
EL543,13556,15702,19850,20612,23673,21915,20819,17173,14396
EL6,239375,273965,268342,337385,392139,377776,335045,267898,216180
EL61,62934,72681,72137,85419,102449,99503,89698,75937,57882
EL611,18438,22706,21432,24771,32429,32502,30891,28586,22690
EL612,26944,30153,28424,33957,41446,38375,33500,27542,20692
EL613,17552,19822,22281,26691,28574,28626,25307,19809,14500
EL62,19443,19800,18202,25522,30331,29818,26216,19310,15227
EL621,4049,4198,3431,5121,6193,6118,4807,3191,2629
EL622,9599,9364,8674,12689,15023,15077,13900,10148,7095
EL623,3507,3887,3975,4431,5695,5425,4693,3654,3451
EL624,2288,2351,2122,3281,3420,3198,2816,2317,2052
EL63,58732,68987,74462,81288,93646,89666,79382,60348,48678
EL631,17567,22157,20574,22559,27297,28287,25340,20026,16810
EL632,29026,31453,37407,38097,43837,40571,34453,24982,19170
EL633,12139,15377,16481,20632,22512,20808,19589,15340,12698
EL64,48533,56741,54017,72215,82227,76815,65367,55074,44971
EL641,11239,12819,12988,18055,19144,16576,13099,10680,7656
EL642,19211,21971,20219,27988,32667,29897,25258,20170,15686
EL643,1284,1555,1537,2000,1956,2165,2708,2572,3037
EL644,14214,16669,15414,18775,22705,22327,18711,16699,13873
EL645,2585,3727,3859,5397,5755,5850,5591,4953,4719
EL65,49733,55756,49524,72941,83486,81974,74382,57229,49422
EL651,15669,16829,14253,22630,26257,25616,23470,17670,15850
EL652,13629,15326,12645,19585,22082,20428,18907,14381,10756
EL653,20435,23601,22626,30726,35147,35930,32005,25178,22816
EL3,355021,364049,387953,500355,594049,532447,440355,328220,239786
EL30,355021,364049,387953,500355,594049,532447,440355,328220,239786
EL301,54567,54428,49870,68890,93175,85254,72962,56180,40785
EL302,48160,50674,50943,66554,78071,71763,52909,36217,28421
EL303,82233,81061,98197,123393,142215,128055,109692,84431,68683
EL304,48200,48886,48028,68184,82643,77240,65995,48094,35070
EL305,55964,61780,67243,78338,91700,75882,61670,46080,28062
EL306,20560,20592,27704,27663,26236,22207,16815,11337,7371
EL307,45337,46628,45968,67333,80009,72046,60312,45881,31394
EL4,129482,133572,139610,165565,175419,155903,129344,99186,71974
EL41,25197,24041,30178,28796,27199,26949,23025,19804,15909
EL411,13309,13097,15389,14214,14092,14171,11565,10467,8501
EL412,5598,4967,6955,6495,5632,5703,5139,4251,3498
EL413,6290,5977,7834,8087,7475,7075,6321,5086,3910
EL42,36631,39448,38162,49635,51659,45324,38639,27576,16953
EL421,23297,25318,26879,32379,32212,27564,23946,16661,8985
EL422,13334,14130,11283,17256,19447,17760,14693,10915,7968
EL43,67654,70083,71270,87134,96561,83630,67680,51806,39112
EL431,34260,35790,36265,42841,48623,40358,32253,25243,18133
EL432,6874,7212,6646,10156,10807,10195,8788,7005,6323
EL433,9430,10347,12679,11608,12724,10569,8626,6472,5127
EL434,17090,16734,15680,22529,24407,22508,18013,13086,9529
ES,4424389,4837889,4813442,6238063,7796721,6913603,5213631,3818438,2880884
ES1,325012,358661,362586,528925,706119,655299,566431,433921,367333
ES11,205382,224297,232852,335356,441641,402029,343395,279406,236083
ES111,88015,93073,94932,140649,187077,167985,142817,115335,92123
ES112,21912,22812,27033,39594,48658,50633,43960,36756,38229
ES113,19168,21646,25116,34380,44218,45595,41801,38556,37361
ES114,76287,86766,85771,120733,161688,137816,114817,88759,68370
ES12,71000,79738,79677,120141,167509,163419,147419,104174,89128
ES120,71000,79738,79677,120141,167509,163419,147419,104174,89128
ES13,48630,54626,50057,73428,96969,89851,75617,50341,42122
ES130,48630,54626,50057,73428,96969,89851,75617,50341,42122
ES2,411621,438992,411288,541724,724658,673161,536350,399507,324682
ES21,197465,208993,189200,254938,353552,335314,274336,204609,159473
ES211,32798,31586,28341,41038,54373,49245,39645,29417,21239
ES212,66207,71647,64508,81321,114879,107222,88575,67843,50805
ES213,98460,105760,96351,132579,184300,178847,146116,107349,87429
ES22,65240,69637,65575,81171,106408,94361,72297,53600,41657
ES220,65240,69637,65575,81171,106408,94361,72297,53600,41657
ES23,29152,31489,29508,39294,51462,46711,36400,26939,22616
ES230,29152,31489,29508,39294,51462,46711,36400,26939,22616
ES24,119764,128873,127005,166321,213236,196775,153317,114359,100936
ES241,19265,20703,20921,26989,34420,33198,26057,18715,18971
ES242,11105,12108,13264,15928,19157,20800,15901,11610,13425
ES243,89394,96062,92820,123404,159659,142777,111359,84034,68540
ES3,669691,687776,699521,931709,1148473,947522,687054,501531,368372
ES30,669691,687776,699521,931709,1148473,947522,687054,501531,368372
ES300,669691,687776,699521,931709,1148473,947522,687054,501531,368372
ES4,470681,531720,547157,686009,855712,853437,642168,478586,442564
ES41,182658,207402,213840,278739,367486,382026,311582,237119,226881
ES411,12282,14322,14822,17722,23233,25262,19927,15657,16033
ES412,29265,32035,31584,41546,55897,55978,45742,32998,30384
ES413,31258,36062,39416,53950,68761,74793,62190,46763,49303
ES414,11585,13027,14430,18819,23185,26477,22890,15449,14839
ES415,24098,28751,30411,37642,48314,52549,42093,34171,34205
ES416,12844,14882,15195,18293,23536,24749,17906,12947,13743
ES417,7002,8009,8359,10262,12990,14264,10745,8290,9580
ES418,43950,47647,44916,61936,87599,80235,66216,50738,37148
ES419,10374,12667,14707,18569,23971,27719,23873,20106,21646
ES42,195756,217282,217206,271362,328196,303394,210009,152096,139576
ES421,36107,40634,43586,50279,61921,60053,40497,30212,26239
ES422,44939,50449,55592,64026,74761,76157,53701,39866,35615
ES423,15925,19078,21108,25044,29501,31548,21728,17355,18341
ES424,27209,29358,25500,36761,46887,37805,24761,15536,15073
ES425,71576,77763,71420,95252,115126,97831,69322,49127,44308
ES43,92267,107036,116111,135908,160030,168017,120577,89371,76107
ES431,61707,69630,76203,88145,102741,103642,72909,54262,43254
ES432,30560,37406,39908,47763,57289,64375,47668,35109,32853
ES5,1333990,1450438,1422878,1839088,2316106,1961474,1502158,1108724,794764
ES51,752275,807782,789292,1003257,1270974,1059462,819690,604552,459147
ES511,549040,591969,585384,742360,941376,775265,600836,450374,338600
ES512,79349,83718,80246,99255,124077,107535,82858,56956,43503
ES513,42213,44447,44031,55974,71460,63587,46686,33003,29782
ES514,81673,87648,79631,105668,134061,113075,89310,64219,47262
ES52,467218,522384,498801,647673,835206,734224,563051,422332,284080
ES521,172328,192377,187282,244601,306767,272500,216456,167073,103396
ES522,55341,60054,56038,73558,97025,84830,63209,47111,34435
ES523,239549,269953,255481,329514,431414,376894,283386,208148,146249
ES53,114497,120272,134785,188158,209926,167788,119417,81840,51537
ES531,15930,14675,18973,33597,31868,22774,15413,9296,5466
ES532,90020,95150,105158,140862,161424,130712,93444,65234,41604
ES533,8547,10447,10654,13699,16634,14302,10560,7310,4467
ES6,1034910,1143876,1118283,1387277,1650204,1476246,1045598,739805,488387
ES61,845110,945052,926535,1154579,1376879,1245577,889030,632286,412357
ES611,80222,79993,82840,104363,116255,97769,69811,46002,29616
ES612,124859,145323,134881,170989,207313,187133,134749,91790,52702
ES613,72527,84121,89056,101130,118417,120425,85801,62464,49926
ES614,87955,103269,104355,123379,143540,137898,98451,69815,51038
ES615,52206,57752,57609,74970,89328,76149,53611,38439,24512
ES616,55903,68132,76231,79635,92696,99533,68854,48791,42252
ES617,166016,181353,170914,232407,279130,244179,180013,132028,74945
ES618,205422,225109,210649,267706,330200,282491,197740,142957,87366
ES62,164607,175291,168953,209118,249533,208169,141631,99484,70877
ES620,164607,175291,168953,209118,249533,208169,141631,99484,70877
ES63,11166,11609,11138,12034,12627,11587,7623,4340,2705
ES630,11166,11609,11138,12034,12627,11587,7623,4340,2705
ES64,14027,11924,11657,11546,11165,10913,7314,3695,2448
ES640,14027,11924,11657,11546,11165,10913,7314,3695,2448
ES7,178484,226426,251729,323331,395449,346464,233872,156364,94782
ES70,178484,226426,251729,323331,395449,346464,233872,156364,94782
ES703,755,967,1182,1490,1749,1682,1349,1094,886
ES704,11481,13235,15384,20959,23816,18142,11295,5776,2541
ES705,66986,91711,98074,123851,155031,139102,92857,60879,37265
ES706,1342,1977,2296,2716,3602,3743,2820,2012,1592
ES707,6051,7937,9070,11069,13919,13551,9881,7572,5743
ES708,14547,16921,18451,23620,28057,22884,14142,8329,4047
ES709,77322,93678,107272,139626,169275,147360,101528,70702,42708
FR,7864258,8319867,7526449,8298645,8663535,8788270,7999231,5445963,4106665
FR1,1607040,1537855,1660694,1753466,1675694,1534825,1175851,760752,538630
FR10,1607040,1537855,1660694,1753466,1675694,1534825,1175851,760752,538630
FR101,202147,209351,392264,332649,281832,259967,216824,157542,108352
FR102,195776,196620,166212,191608,197636,184427,142803,85841,56248
FR103,192521,194247,158681,184816,203228,191587,146374,102060,71804
FR104,182804,176503,163904,173894,180060,169343,124816,82143,58396
FR105,205107,192556,215927,242224,227894,200595,148522,100573,79365
FR106,258444,223378,222513,253201,227590,195345,143081,79374,51966
FR107,185424,174090,188894,200712,190339,177663,133389,84454,65107
FR108,184817,171110,152299,174362,167115,155898,120042,68765,47392
FRB,289784,314123,251832,293495,325727,341526,333147,229367,186257
FRB0,289784,314123,251832,293495,325727,341526,333147,229367,186257
FRB01,30212,32558,26419,31641,36498,42102,43426,31328,24876
FRB02,53098,54467,40011,51607,56704,57782,53797,35078,28367
FRB03,20020,23786,17837,21024,26537,31043,33645,24491,20427
FRB04,67314,75839,66061,71246,76751,78159,75665,51898,42907
FRB05,34858,39066,28430,35104,41800,45302,45650,31628,27438
FRB06,84282,88407,73074,82873,87437,87138,80964,54944,42242
FRC,299642,335230,279691,317807,348123,375500,373352,262102,201886
FRC1,166768,189019,157166,178071,198836,219359,226071,159096,125342
FRC11,56056,66522,66052,62895,66846,68950,66058,45534,34394
FRC12,17971,21132,15913,19319,23324,28338,33170,23453,19495
FRC13,56670,62113,46641,58814,66801,76491,78812,57642,46020
FRC14,36071,39252,28560,37043,41865,45580,48031,32467,25433
FRC2,132874,146211,122525,139736,149287,156141,147281,103006,76544
FRC21,64438,69028,63886,67688,67787,67888,62192,44237,32364
FRC22,27464,31058,22857,28690,32789,36490,34657,25069,19537
FRC23,24960,28450,19776,26163,30516,33121,33215,22252,15948
FRC24,16012,17675,16006,17195,18195,18642,17217,11448,8695
FRD,375628,415110,346929,387009,413015,438587,430212,284333,222517
FRD1,152925,177718,146384,160540,178464,197224,201960,136429,112856
FRD11,74171,88345,77399,79157,85948,89331,91726,59916,46470
FRD12,50344,56679,44620,53051,59167,69258,69580,48368,41666
FRD13,28410,32694,24365,28332,33349,38635,40654,28145,24720
FRD2,222703,237392,200545,226469,234551,241363,228252,147904,109661
FRD21,74846,78703,56295,73926,80916,80662,75122,47498,33420
FRD22,147857,158689,144250,152543,153635,160701,153130,100406,76241
FRE,747088,795247,698337,755993,766398,767272,703918,429351,313833
FRE1,511543,542816,490537,518948,515752,511576,468148,283787,209192
FRE11,331927,349740,333698,336741,328333,321264,286867,176085,129801
FRE12,179616,193076,156839,182207,187419,190312,181281,107702,79391
FRE2,235545,252431,207800,237045,250646,255696,235770,145564,104641
FRE21,64104,67832,52205,62941,65940,71362,69309,42977,32462
FRE22,106695,109706,88029,106256,112359,110667,95357,57383,38529
FRE23,64746,74893,67566,67848,72347,73667,71104,45204,33650
FRF,609398,663160,623642,677704,705620,758833,703089,445993,337852
FRF1,211824,225887,220911,238330,249516,263699,231834,145580,106563
FRF11,124334,135650,141950,143756,146957,155516,135795,84374,62038
FRF12,87490,90237,78961,94574,102559,108183,96039,61206,44525
FRF2,147718,162865,144699,154862,164434,175377,168805,111452,84752
FRF21,29277,32613,25841,30840,33816,38113,36828,22833,18017
FRF22,35738,39305,33226,36527,38637,39813,39197,26987,20633
FRF23,65607,72303,69053,69288,71387,72663,67616,44792,32613
FRF24,17096,18644,16579,18207,20594,24788,25164,16840,13489
FRF3,249856,274408,258032,284512,291670,319757,302450,188961,146537
FRF31,80738,91479,94915,91650,90787,93302,88039,56350,44355
FRF32,19635,21860,17375,20876,22828,25775,26264,16011,13009
FRF33,113228,118661,113155,132967,133508,148691,135346,81827,61309
FRF34,36255,42408,32587,39019,44547,51989,52801,34773,27864
FRG,445294,492676,398684,456484,489361,482347,462445,310941,249168
FRG0,445294,492676,398684,456484,489361,482347,462445,310941,249168
FRG01,176302,185718,167257,187661,189844,175875,158563,104294,77851
FRG02,94151,112314,89886,95874,102758,102500,96291,64619,56718
FRG03,35802,40156,28285,34064,38734,40691,38618,25898,23835
FRG04,65067,72268,55697,62343,71147,73653,72227,48787,41031
FRG05,73972,82220,57559,76542,86878,89628,96746,67343,49733
FRH,362949,417398,336406,380228,428400,442035,436034,296262,234008
FRH0,362949,417398,336406,380228,428400,442035,436034,296262,234008
FRH01,61713,71213,48274,61383,74047,80539,88017,62177,49964
FRH02,93359,110369,90374,100630,115689,123728,124347,82892,65943
FRH03,129573,145711,133095,136514,143256,133909,114738,76726,61319
FRH04,78304,90105,64663,81701,95408,103859,108932,74467,56782
FRI,607674,692814,596967,679566,764438,804089,811702,573291,455777
FRI1,357606,400849,359317,409031,451295,461160,447924,317271,245592
FRI11,35477,42372,31367,39631,49428,59476,66080,47899,38421
FRI12,179543,199097,202320,209198,219155,203227,185404,126259,92986
FRI13,40700,45130,32859,45959,54619,57811,59568,42175,31525
FRI14,33719,36789,28912,35682,39499,45765,47186,35300,28350
FRI15,68167,77461,63859,78561,88594,94881,89686,65638,54310
FRI2,68724,80854,67770,75294,89118,100313,107086,75837,64985
FRI21,22256,26212,20740,24631,29595,33232,36206,25740,22258
FRI22,9661,11498,8765,10750,13837,17221,19739,13486,12114
FRI23,36807,43144,38265,39913,45686,49860,51141,36611,30613
FRI3,181344,211111,169880,195241,224025,242616,256692,180183,145200
FRI31,33985,38273,32295,37434,43261,49191,51078,35024,29102
FRI32,60282,71799,53667,67222,79214,85888,99682,73922,54518
FRI33,40607,45284,32700,41503,48007,51920,50167,33871,29041
FRI34,46470,55755,51218,49082,53543,55617,55765,37366,32539
FRJ,631407,694384,634314,693614,745017,784106,753107,545809,417451
FRJ1,304086,334487,294585,324560,352968,374744,374491,279185,199860
FRJ11,37477,42064,30971,39626,46107,50985,54318,40411,29863
FRJ12,81826,89844,70832,84479,93238,103506,101343,72002,50081
FRJ13,127914,140638,142733,141368,145484,145786,141318,106479,74350
FRJ14,7170,8528,7025,7996,9695,10805,11065,7657,6460
FRJ15,49699,53413,43024,51091,58444,63662,66447,52636,39106
FRJ2,327321,359897,339729,369054,392049,409362,378616,266624,217591
FRJ21,14645,16461,12960,16001,19074,21808,22637,15690,13474
FRJ22,26454,30090,22428,28935,34097,39640,40822,29801,26436
FRJ23,162509,172433,201211,194105,183077,173025,137060,94558,70469
FRJ24,17755,20235,14165,18841,23739,28016,28992,20695,17916
FRJ25,14775,17487,13034,16397,20343,25068,28296,20821,17300
FRJ26,20532,24994,19507,22928,27676,32609,34360,24324,20487
FRJ27,40086,45225,33536,41572,49027,54004,53170,37935,33299
FRJ28,30565,32972,22888,30275,35016,35192,33279,22800,18210
FRK,949955,993524,901366,1004809,1041062,1040667,924286,659703,490510
FRK1,136126,156193,134641,150040,171115,186678,188784,133922,105077
FRK11,31582,36135,28691,33592,40470,46257,49444,36830,30658
FRK12,12286,14728,11008,14305,17619,21367,22704,15906,13669
