key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
BR_PI,3430269,1668973,1761296,522252,553587,571618,525518,426485,349039,261004,146000,74765
BR_PR,11500471,5617561,5882910,1456728,1642507,1740105,1867411,1711763,1414506,975110,487939,204403
BR_RJ,18023906,8521475,9502431,2068052,2330068,2620935,2918283,2657547,2411663,1674289,908292,434778
BR_RJ_GIG,6683273,3094301,3588972,705535,785465,968280,1066140,967491,928903,662288,394604,204568
BR_RN,3664016,1776494,1887522,509105,556550,621294,583748,507248,364600,278251,149258,93962
BR_RO,1824183,930427,893756,285847,304815,313869,315591,248236,179416,107045,50313,19050
BR_RR,633359,323476,309883,126054,119038,113689,100276,73497,52121,30259,12663,5762
BR_RS,11309222,5456471,5852751,1263163,1472923,1633085,1688871,1696426,1573657,1118092,591975,271029
BR_SC,7404513,3649299,3755214,887319,1023972,1184854,1214629,1145103,933676,606173,287091,121697
BR_SE,2405588,1164343,1241246,369049,393370,411680,396039,323245,231121,158137,81396,41550
BR_SP,46225762,22348978,23876784,5512387,6017258,7306181,7831412,6819368,5846213,3924462,2024706,943775
BR_TO,1710413,867845,842568,287569,293619,292817,279823,210807,155203,110190,56031,24352
BS,410352,197010,213342,56867,52984,66997,65348,55231,51179,35859,17903,7984
BT,853080,450895,402185,143143,147520,159905,158616,106847,69105,39248,19753,8944
BW,2405851,1227350,1178502,504875,441284,435628,417818,280566,163331,105341,44221,12788
BY,9171969,4198916,4973053,1099889,930023,1046457,1467880,1270660,1274454,1149673,569204,363727
BZ,422186,211058,211128,86194,82484,80813,64106,46993,33579,18199,7377,2440
CA,11440741,5601582,5839159,1219491,1230320,1492852,1571493,1466010,1581373,1440283,923989,514931
CA_AB,4397841,2203552,2194290,546551,487909,658751,704186,575950,569696,438634,276761,139404
CA_BC,4977748,2439039,2538710,476505,504607,635290,655378,649159,696738,678335,440097,241640
CA_MB,1328830,658395,670435,162195,157201,176245,177153,158356,177057,153829,100509,66285
CA_NB,793984,384497,409487,75413,81872,91244,103038,102321,118683,113176,71632,36605
CA_NL,531603,257501,274102,47464,50099,60947,67743,70408,84872,81301,45332,23438
CA_NS,940374,454000,486374,86049,95864,111256,115099,118558,139624,141916,82559,49451
CA_NT,41491,20304,21187,5295,5016,5484,5555,5644,5554,4815,2670,1457
CA_NU,21246,10396,10850,2693,2553,2804,2847,2880,2852,2481,1383,752
CA_ON,14278749,6948806,7329943,1522711,1598377,1851504,1923395,1872638,1924494,1753998,1151941,679689
CA_PE,148911,72869,76041,19005,18004,19683,19936,20255,19932,17283,9583,5230
CA_QC,8627922,4215151,4412771,888814,866767,1088886,1189483,1065623,1245776,1176676,734971,370924
CA_SK,1165186,575082,590104,136611,138697,158773,151528,132291,163170,127449,92533,64134
CA_YT,41303,20212,21091,5271,4994,5459,5530,5618,5529,4794,2658,1451
CC,553,292,262,72,81,53,75,75,100,54,31,13
CD,114440684,54927150,59513535,37863092,26613733,18245055,12561065,8273751,5665903,3206365,1616731,394990
CD_BC,3054147,1435825,1618322,951811,654709,473382,367165,239430,174054,106293,74760,12543
CD_KE,5726886,2785451,2941436,1897474,1449179,911018,596769,355915,264536,159362,77731,14903
CF,5367694,2600413,2767280,1585082,1312429,906180,590304,412348,270762,176530,90709,23350
CG,4011732,1979140,2032592,1278674,876207,553309,444089,372030,241365,147598,73861,24600
CH,8701041,4297271,4403770,892504,838479,1042258,1223859,1171397,1328910,985041,754732,463860
CH_AG,676992,335037,341955,69429,65212,81100,95249,91135,103419,76640,58722,36085
CH_BE,1028539,506349,522190,105503,99086,123220,144725,138480,157106,116415,89207,54797
CH_BS,178257,88197,90060,18285,17197,21347,25037,23968,27215,20207,15465,9536
CH_FR,332998,163920,169078,34157,32080,39893,46856,44834,50864,37690,28882,17741
CH_GE,516877,251914,264963,53142,49991,61911,72575,69530,78787,58537,44809,27594
CH_GR,211303,105570,105733,21683,20358,25311,29723,28447,32278,23923,18328,11252
CH_JU,71706,35300,36406,7366,6925,8589,10076,9649,10939,8119,6217,3825
CH_LU,412222,206747,205476,42284,39712,49385,58004,55500,62965,46657,35753,21962
CH_NE,178509,87878,90631,18315,17204,21385,25113,24032,27261,20206,15482,9512
CH_OW,39566,19845,19721,4059,3812,4740,5567,5327,6044,4478,3432,2108
CH_SG,581508,290511,290998,59649,56022,69680,81806,78284,88832,65828,50436,30971
CH_SH,82602,41251,41352,8459,7950,9892,11612,11108,12628,9365,7169,4419
CH_SO,269887,132878,137009,27685,26003,32333,37974,36336,41222,30548,23408,14379
CH_SZ,166694,83604,83090,17099,16059,19970,23455,22443,25462,18867,14458,8881
CH_TG,273867,136816,137051,28078,26376,32806,38525,36859,41843,31013,23758,14609
CH_TI,367460,179801,187659,37578,35396,43917,51563,49566,56154,41646,31943,19699
CH_VD,842784,410797,431987,86458,81207,100965,118576,113465,128719,95393,73095,44905
CH_VS,365479,178134,187345,37492,35213,43784,51423,49206,55822,41367,31698,19473
CI,26565379,13197140,13368239,7827514,6050793,4673441,3163855,2151789,1414651,868013,346042,69279
CK,18049,9281,8768,2343,2596,2608,1747,2276,2977,1899,1105,499
CL,20828216,10315340,10512877,2814981,2760664,3115764,3263384,2807010,2658341,1896141,1034850,477081
CL_AI,124742,64641,60101,17397,18470,17852,19128,17484,16069,10789,5049,2503
CL_AN,688416,361330,327086,101361,92304,106654,111532,95981,83691,59633,26956,10304
CL_AP,173030,87827,85203,25206,24080,26701,27684,21907,19857,15045,8710,3839
CL_AR,1136048,555371,580677,147778,153213,179551,169414,142467,145462,104856,61800,31509
CL_AT,325322,168353,156970,48932,44996,48302,49762,42212,41049,28641,14786,6642
CL_BI,1774926,868268,906658,228854,231645,278175,265115,224715,235917,169193,95925,45387
CL_CO,890061,440666,449395,122609,118986,135973,129480,115130,113273,82539,47251,24819
CL_LI,1031881,516414,515466,134474,137596,147364,140885,137913,143297,104800,58552,27000
CL_LL,1039525,520651,518874,139979,146247,154416,148604,141273,138864,92388,52363,25390
CL_LR,412432,205482,206950,51970,53663,65235,63015,50341,54982,39430,22920,10876
CL_MA,170635,87373,83262,21726,22432,23030,26504,23703,22691,17650,8961,3939
CL_ML,1153314,569270,584043,147912,151272,172033,162510,149412,158526,116552,65922,29176
CL_NB,498499,245178,253320,61461,63939,70641,72838,61810,68064,53190,31273,15283
CL_RM,8712972,4275171,4437801,1213085,1155864,1283442,1458706,1241515,1076164,737283,380990,165923
CL_TA,433220,234014,199205,63794,58241,67886,74351,60173,49142,35296,17497,6839
CL_VS,2080904,1023853,1057051,264333,263887,310467,316344,256990,267967,211317,126206,63394
CM,28209763,13989681,14220082,8244226,6490929,4920749,3648128,2254155,1331184,791064,404412,124916
CN,1023480175,524246379,499233795,118245654,114652581,134049256,167880817,152619930,158614140,106283266,51361562,19772969
CN_AH,59809700,30545154,29264546,7464728,7213270,6377535,9346583,9626055,7908528,7207268,3343197,1322535
CN_BJ,28349546,14567028,13782518,1833613,1906701,5527788,5337332,4203334,4863524,2597193,1541249,538812
CN_CQ,27260080,13839615,13420466,3067880,3252919,2550071,3818325,3948881,4417444,3835716,1712804,656041
CN_FJ,41052949,21147083,19905866,4740366,4308527,6400174,7705416,5969615,5897520,3415390,1809580,806362
CN_GD,135127959,70268965,64858994,14865819,18271575,23488051,25602835,18456545,16265130,10109766,5439826,2628412
CN_GS,26119058,13367817,12751241,3122144,3758654,3074674,4065135,4171410,3526108,2835513,1287119,278301
CN_GX,48379681,25089417,23290264,7606728,6033899,5951322,7619983,6398089,6476167,4726722,2520398,1046371
CN_GZ,34491447,17758004,16733443,5437613,5665795,3342056,5434224,4480530,4328342,3563497,1728679,510711
CN_HA,97699388,49427337,48272051,15018465,12202614,12070696,14070258,13681549,14274225,10068304,4532251,1781028
CN_HB,55625856,28555133,27070723,5527570,5959341,6998120,8567248,9037252,9346088,6383894,2846287,960056
CN_HE,122730266,62838133,59892133,13103789,11064037,19289562,19103111,17870327,21561862,12584064,5990307,2163206
CN_HI,10041779,5315863,4725915,1416078,1378813,1421855,1668001,1420372,1265542,773920,482588,214609
CN_HK,7607114,3574533,4032581,679023,566596,898146,1155194,1149542,1215606,1046600,524027,372379
CN_HL,40454905,20469391,19985514,3215954,3552831,4847171,7289179,6921248,7776975,4323930,1956174,571442
CN_HN,68377542,35224457,33153085,8925417,6868820,8343176,10330108,10548185,10353421,7627960,3943798,1436659
CN_JL,28187671,14262689,13924981,2375741,2434276,3350942,4821622,4855634,5499227,3062623,1346672,440934
CN_JS,84040765,42459271,41581494,7712697,7829297,10811917,13029368,13284926,14097812,10182781,4938636,2153331
CN_JX,49411020,25519759,23891261,7891762,6310267,5786629,8541629,6519767,6914124,4444789,2204573,797480
CN_LN,45968949,23248487,22720462,3471843,3801851,5149817,7207647,7528210,9777946,5435299,2599067,997269
CN_MO,623624,301669,321955,70082,43155,84417,128031,90067,92751,74194,28112,12816
CN_NM,26757153,13920292,12836861,2553214,2714486,3450436,4892179,4446427,4685485,2455245,1239661,320021
CN_NX,7429992,3809390,3620602,1071158,1073712,971685,1377881,1051642,917054,616662,280310,69889
CN_QH,6660986,3449316,3211670,979731,960697,837613,1293989,1013555,732685,541979,246234,54503
CN_SC,80249618,40795411,39454207,8909584,9613819,8156094,12612780,11689528,12326394,10477979,4657162,1806280
CN_SD,102387075,51700955,50686120,11565470,9456513,12851778,15323859,15945863,17668759,11621780,5594483,2358570
CN_SH,32270532,16596221,15674311,2104384,1937090,5502532,5862630,4454842,6291441,3423621,1716951,977042
CN_SN,39264258,20270350,18993908,3917603,4784633,5376814,6189573,5798932,6535197,4202364,1927092,532049
CN_SX,39420482,20258079,19162402,4361371,5507861,4948211,6386500,5845324,6365598,3643461,1797953,564204
CN_TJ,16943380,8993702,7949678,1197693,1329070,2963223,2807576,2503465,3268978,1736174,813482,323719
CN_XJ,26017137,13445322,12571814,3800223,3436744,3606321,4892108,3834863,3002403,2179422,999765,265287
CN_XZ,3465411,1772305,1693106,615317,538836,575469,611444,425612,335017,231262,99023,33430
CN_YN,49894909,25845073,24049835,7099005,6892978,6286188,9221810,6995569,6079810,4348315,2205389,765844
CN_ZJ,64566172,33189007,31377165,6023048,6003773,8501563,11538514,10447668,10518039,6551988,3435774,1545806
CO,63364477,30899441,32465037,9371804,10076973,10295084,9956600,8263508,7279156,4818860,2334450,968041
CO_05,7942817,3801133,4141684,1065043,1226328,1241884,1241485,1121114,986918,631040,306769,122234
CO_05_05001,3092606,1479888,1612717,414394,477292,483532,483477,436704,384421,245747,119454,47586
CO_08,3202930,1542428,1660502,466589,493058,553651,510635,430111,360628,224784,111469,52006
CO_11,10007506,4732643,5274863,1239115,1372973,1778803,1722609,1453261,1244200,744101,324679,127764
CO_11_11001,10007506,4732643,5274863,1239115,1372973,1778803,1722609,1453261,1244200,744101,324679,127764
CO_13,3223088,1601900,1621188,520040,549219,529853,500309,396347,342112,225185,110019,50003
CO_13_13001,1189904,591387,598518,191950,202759,195632,184715,146332,126295,83138,40621,18461
CO_15,1482079,732032,750048,215400,236224,215896,215332,180164,177067,135745,74980,31272
CO_17,1065179,515356,549823,128162,158084,153326,157744,151744,146905,98978,50664,19574
CO_18,660769,334772,325996,131167,121653,106559,98687,71761,62351,41390,20236,6964
CO_19,1819223,902029,917195,290232,308741,305501,261443,208543,197352,144427,73121,29863
CO_20,1239771,616473,623298,229781,226823,201686,191615,141488,121843,76125,35185,15224
CO_23,2524186,1266926,1257259,430756,446969,401787,382983,296582,259576,178403,86025,41106
CO_25,4040270,2004312,2035958,575764,628238,611992,632377,541083,475333,333213,173439,68831
CO_27,673458,329892,343566,140516,137193,109167,87942,69522,58244,41136,20895,8843
CO_41,1470070,734208,735862,246097,254606,227319,218214,179520,159216,108377,53940,22781
CO_44,1461740,718747,742993,329659,258064,242362,205674,153090,127516,87211,41047,17116
CO_47,1608955,809155,799800,291069,279931,258045,244742,188798,165863,106529,50930,23046
CO_50,1250093,626932,623161,198079,211597,207409,200525,158931,132406,87650,39783,13714
CO_52,2187430,1075390,1112040,352443,360091,371217,333346,243236,230320,169536,89199,38041
CO_54,1576612,774575,802037,236605,265834,260673,244020,196862,173560,116895,57455,24708
CO_63,702442,340298,362144,86527,104469,102185,105215,100424,95979,64182,31629,11832
CO_66,1138618,549031,589587,144595,169840,176213,173109,158534,150044,100454,47528,18301
CO_68,2701124,1315433,1385692,361287,426391,434740,431366,355568,314908,219449,108915,48502
CO_70,1022230,516043,506186,165844,182528,159439,153804,120736,111278,74082,36435,18083
CO_73,1746113,864106,882007,250477,275500,238897,252518,229330,221516,160977,82397,34503
CO_73_73152,7471,3697,3774,1071,1179,1021,1080,981,949,689,353,148
CO_73_73270,10165,5030,5135,1458,1604,1389,1469,1335,1290,938,480,201
CO_73_73547,7508,3716,3792,1077,1184,1028,1087,986,952,691,354,148
CO_76,5569618,2645144,2924474,724989,842318,892375,892385,756644,677543,461978,227431,93955
CO_76_76001,2825266,1341702,1483564,367655,427207,452682,452765,383871,343705,234346,115370,47666
CO_81,457618,233316,224301,79063,86452,78637,73410,53409,41379,28389,12594,4285
CO_85,909618,468050,441568,162167,164061,154469,157688,107200,81942,52322,21603,8166
CO_86,545995,277124,268871,104294,97956,98632,86941,56864,47296,31907,15633,6474
CO_88,108353,52775,55578,15916,16365,16228,18402,18122,12733,6788,2671,1127
CO_91,136207,70520,65687,29178,26547,23506,20661,14380,11586,7257,2185,906
CO_94,116516,60467,56049,23181,22298,19437,18793,13486,9833,6573,2191,724
CO_95,184196,95389,88807,34429,30862,27144,31163,24074,18580,12209,4935,800
CO_97,102654,52368,50287,21900,17694,14741,15001,11794,10320,7078,3052,1076
CO_99,99230,52109,47120,23509,17130,16347,14344,10096,8805,6288,2140,570
CR,4833534,2349802,2483731,663801,695606,777549,771435,621863,573455,395964,224811,109050
CR_A,985636,486748,498889,136533,144899,160936,154059,126618,112906,80586,46475,22625
CR_C,549240,266878,282362,72251,77799,89762,91399,73073,65221,43652,25301,10781
CR_G,394454,194447,200007,57097,59781,60541,61490,49570,44423,32345,19117,10091
CR_H,524291,253372,270919,65406,69093,85082,90053,69385,65036,44535,24076,11626
CR_L,436296,217713,218583,75582,72399,68685,67198,54144,46648,29705,14990,6943
CR_P,471713,234467,237246,73277,72601,72877,73210,58297,53329,36147,21961,10014
CR_SJ,1472296,696357,775940,183709,199095,239725,234087,190818,185945,129021,72912,36984
CU,11191993,5560901,5631092,1193806,1170115,1372522,1456884,1613877,1964271,1192697,757787,470034
CU_01,574791,291845,282947,61697,62285,67597,74419,80569,102823,63780,38776,22846
CU_03,1981683,940591,1041092,182887,197334,239870,241112,289167,369586,220797,149517,91412
CU_04,721908,360498,361409,71023,75611,88047,94557,105824,126703,80896,49869,29377
CU_05,747921,373456,374465,70283,74730,83279,88779,107467,131216,89183,62257,40726
CU_06,417646,211257,206389,44534,43505,50892,52561,62259,72889,44383,28254,18369
CU_07,486242,244504,241738,50030,48127,55660,62285,71942,84179,53996,35552,24472
CU_08,435196,219644,215552,47280,45358,56085,61031,62023,73684,43682,27586,18468
CU_09,771690,385614,386076,81975,77547,94096,103257,112727,136450,81508,50711,33419
CU_10,538631,272636,265996,59291,56804,67766,73101,78420,93941,55000,32854,21454
CU_11,1069159,537418,531740,124680,110532,128663,141634,156184,182628,112232,69924,42682
CU_12,833543,420454,413089,97687,90425,104505,115011,119234,142434,83548,50232,30466
CU_13,1048300,518799,529501,125221,111096,136678,141532,147672,178288,105117,64881,37816
CU_14,528190,262814,265376,67894,63327,70153,70827,70667,87312,48657,30540,18814
CU_15,515269,259537,255732,55631,58139,64484,69106,73892,90405,52506,31963,19144
CU_16,436971,219156,217815,43948,45861,54006,56251,62939,76354,48332,30720,18560
CU_99,80263,40404,39859,9246,8937,10168,10820,12203,14544,8586,3890,1870
CV,546390,269813,276577,107437,112662,98232,78459,54669,47157,28930,10839,8005
CW,175707,80778,94929,21833,21527,20950,20119,21795,26250,22251,13976,7007
CX,2069,1463,607,179,201,549,404,296,245,146,47,4
CY,1336546,648094,688452,139433,135389,190531,224769,182911,167468,143274,101428,51343
CZ,10824131,5301153,5522978,1145759,1069599,1130211,1508074,1778676,1355615,1351839,1033145,451212
CZ_10,1354229,655299,698930,143364,133824,141368,188657,222582,169578,169122,129295,56438
CZ_20,2932677,1429935,1502742,310466,289806,306143,408549,482016,367233,366245,279997,122221
CZ_20_201,101142,49645,51496,10707,9995,10558,14090,16624,12665,12631,9656,4215
CZ_20_202,97874,48042,49833,10361,9672,10217,13635,16087,12256,12223,9345,4079
CZ_20_203,168605,82760,85846,17849,16662,17601,23488,27712,21113,21056,16098,7027
CZ_20_204,102940,50528,52412,10898,10172,10746,14340,16919,12890,12856,9828,4290
CZ_20_205,73593,36123,37470,7791,7272,7682,10252,12096,9215,9191,7026,3067
CZ_20_206,117760,57803,59957,12467,11637,12293,16405,19355,14746,14706,11243,4908
CZ_20_207,137204,67346,69857,14525,13558,14323,19114,22551,17181,17135,13100,5718
CZ_20_208,114936,56416,58520,12168,11358,11998,16012,18891,14392,14354,10973,4790
CZ_20_209,267037,131004,136033,28270,26389,27876,37201,43890,33439,33349,25495,11129
CZ_20_20A,220620,108219,112401,23356,21802,23031,30734,36261,27626,27552,21064,9194
CZ_20_20B,118259,58047,60211,12519,11686,12345,16475,19437,14809,14769,11291,4929
CZ_20_20C,58099,28518,29581,6151,5741,6065,8094,9549,7275,7256,5547,2421
CZ_31,640439,315666,324773,67787,63283,66886,89218,105221,80236,79967,61134,26707
CZ_31_311,199096,98133,100963,21077,19674,20785,27736,32722,24933,24863,19008,8298
CZ_31_312,62572,30842,31730,6619,6181,6545,8717,10267,7852,7808,5969,2614
CZ_31_313,88840,43787,45052,9400,8777,9288,12376,14584,11142,11088,8477,3709
CZ_31_314,69812,34410,35403,7391,6899,7288,9725,11474,8742,8718,6665,2909
CZ_31_315,49242,24271,24970,5211,4865,5142,6859,8088,6171,6150,4701,2055
CZ_31_316,70077,34540,35537,7419,6925,7315,9762,11518,8775,8752,6691,2921
CZ_31_317,100782,49675,51108,10669,9959,10521,14040,16565,12620,12586,9622,4200
CZ_32,594211,292881,301330,62898,58715,62036,82775,97645,74426,74208,56730,24777
CZ_32_321,61720,30422,31299,6531,6098,6445,8597,10137,7735,7708,5892,2577
CZ_32_322,84107,41456,42651,8902,8310,8781,11716,13819,10537,10504,8030,3509
CZ_32_323,194445,95841,98605,20585,19215,20298,27088,31959,24349,24283,18565,8104
CZ_32_324,68331,33680,34651,7234,6752,7133,9519,11231,8556,8533,6524,2848
CZ_32_325,83356,41085,42271,8824,8237,8702,11612,13700,10438,10410,7958,3474
CZ_32_326,49457,24376,25081,5236,4887,5163,6890,8129,6193,6176,4722,2061
CZ_32_327,52750,26000,26750,5582,5211,5509,7347,8663,6612,6588,5036,2203
CZ_41,290962,143235,147726,30783,28741,30389,40524,47771,36481,36339,27774,12160
CZ_41_411,89288,43954,45334,9442,8818,9329,12434,14649,11204,11152,8522,3738
CZ_41_412,114873,56550,58323,12157,11350,11994,16001,18871,14393,14346,10966,4794
CZ_41_413,86789,42726,44063,9182,8573,9064,12088,14249,10882,10839,8285,3627
CZ_42,806695,397123,409572,85363,79696,84240,112362,132490,101104,100747,77009,33684
CZ_42_421,123620,60861,62759,13066,12204,12921,17211,20263,15530,15440,11797,5188
CZ_42_422,122540,60326,62214,12964,12104,12799,17067,20118,15365,15304,11697,5122
CZ_42_423,120806,59469,61338,12789,11938,12611,16829,19856,15127,15087,11534,5035
CZ_42_424,85357,42018,43339,9036,8435,8910,11891,14029,10689,10660,8149,3557
CZ_42_425,109763,54035,55728,11615,10844,11462,15288,18027,13757,13708,10478,4583
