key,all,male,female,age_00_09,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_and_older
PE_SAM_0507,2403,1260,1143,505,457,381,347,286,204,132,66,25
PE_SAM_0508,1402,735,667,296,267,222,202,167,119,77,38,15
PE_SAM_0509,4177,2194,1983,889,796,659,599,492,353,230,115,44
PE_SAM_0510,13167,6916,6251,2804,2509,2076,1890,1550,1111,725,363,139
PE_SAM_0511,4875,2561,2314,1039,929,769,699,574,411,268,134,51
PE_SAM_0601,26885,14335,12550,5575,5167,4092,4067,3537,2199,1336,645,267
PE_SAM_0602,5414,2888,2526,1122,1041,825,819,713,443,269,129,54
PE_SAM_0603,7325,3898,3427,1521,1403,1109,1102,957,602,372,183,77
PE_SAM_0604,4272,2278,1995,886,819,650,646,562,350,213,103,43
PE_SAM_0605,7824,4172,3651,1625,1503,1192,1184,1028,639,388,187,77
PE_SAM_0701,9711,5175,4535,2077,1778,1478,1450,1268,799,508,253,100
PE_SAM_0702,3659,1947,1711,778,670,559,547,478,302,191,95,38
PE_SAM_0703,2164,1153,1011,463,396,329,323,283,178,113,56,22
PE_SAM_0704,923,489,434,192,169,143,138,121,77,48,24,10
PE_SAM_0705,2420,1290,1130,518,443,368,361,316,199,126,63,25
PE_SAM_0706,1709,912,798,367,313,261,256,223,139,89,44,17
PE_SAM_0707,6978,3721,3257,1498,1279,1065,1043,909,570,362,180,71
PE_SAM_0708,18866,10055,8811,4038,3455,2873,2817,2462,1550,986,490,195
PE_SAM_0709,5274,2810,2463,1127,965,802,787,689,434,276,137,55
PE_SAM_0710,6794,3614,3179,1443,1244,1038,1015,889,561,356,177,71
PE_SAM_0801,26597,13817,12780,6041,5304,4287,3991,3057,2005,1164,521,227
PE_SAM_0802,17924,9311,8613,4070,3574,2889,2689,2060,1351,785,351,153
PE_SAM_0803,18076,9390,8685,4105,3605,2913,2712,2078,1363,791,354,155
PE_SAM_0804,56740,29477,27264,12886,11316,9143,8513,6522,4278,2484,1113,485
PE_SAM_0805,28411,14757,13654,6446,5664,4577,4263,3267,2143,1247,560,244
PE_SAM_0806,1707,887,820,387,340,276,256,196,129,75,34,15
PE_SAM_0807,3239,1683,1556,735,646,523,486,372,244,142,64,28
PE_SAM_0808,4395,2284,2112,996,875,710,659,505,331,194,87,38
PE_SAM_0809,4514,2345,2169,1025,900,728,677,519,340,198,88,39
PE_SAM_0901,83498,42619,40879,14498,15242,14254,12956,11475,7591,4358,2216,908
PE_SAM_0902,1426,728,698,248,260,243,221,196,130,74,38,15
PE_SAM_0903,5633,2883,2751,998,1032,955,868,764,509,295,150,61
PE_SAM_0904,8161,4167,3994,1421,1490,1392,1265,1120,741,426,216,89
PE_SAM_0905,1811,925,886,319,332,308,280,248,164,94,48,20
PE_SAM_0906,3470,1771,1699,606,634,592,538,476,315,181,92,38
PE_SAM_0907,4060,2090,1970,791,764,671,607,531,350,205,101,41
PE_SAM_0908,3339,1707,1632,586,611,568,516,456,303,175,89,36
PE_SAM_0909,58514,29867,28647,10161,10682,9988,9079,8041,5320,3054,1553,636
PE_SAM_0910,36883,18826,18056,6406,6733,6295,5722,5068,3353,1925,979,401
PE_SAM_0911,2719,1398,1321,526,511,450,407,356,235,137,68,28
PE_SAM_0912,1103,563,540,192,201,188,171,151,100,58,29,12
PE_SAM_0913,21991,11227,10764,3823,4014,3752,3411,3021,1998,1148,584,239
PE_SAM_0914,2326,1187,1139,404,425,397,361,320,211,121,62,25
PE_SAM_1001,25446,14321,11125,4969,4908,4389,3919,3575,2010,1070,434,173
PE_SAM_1002,13133,7374,5759,2578,2535,2257,2017,1835,1038,555,227,90
PE_SAM_1003,17570,9887,7683,3433,3388,3029,2706,2467,1388,739,300,119
PE_SAM_1004,1031,576,455,207,200,174,157,141,81,45,19,7
PE_SAM_1005,20105,11311,8793,3931,3879,3464,3095,2821,1588,846,343,137
PE_TAC,387996,193546,194450,60531,61792,71798,67553,53002,37844,21237,9915,4323
PE_TAC_0101,129952,64373,65578,20453,20962,24260,22726,17663,12513,6901,3123,1351
PE_TAC_0102,47422,23491,23931,7464,7651,8855,8292,6447,4565,2515,1139,493
PE_TAC_0103,3815,1890,1925,601,616,713,667,519,367,202,91,39
PE_TAC_0104,40528,20075,20453,6380,6541,7570,7089,5510,3900,2147,971,420
PE_TAC_0105,12806,6344,6462,2016,2067,2392,2240,1741,1232,678,306,133
PE_TAC_0106,1881,932,949,296,303,351,329,256,181,100,46,20
PE_TAC_0107,1871,928,943,294,302,348,326,254,181,100,46,20
PE_TAC_0108,29976,14848,15128,4719,4838,5600,5244,4075,2884,1587,717,310
PE_TAC_0109,3033,1503,1530,477,489,567,531,412,292,161,73,31
PE_TAC_0110,91283,45214,46069,14372,14733,17054,15969,12411,8783,4834,2184,944
PE_TAC_0111,19086,9454,9631,3004,3079,3563,3338,2594,1838,1013,459,198
PE_TAC_0201,3002,1571,1431,423,403,445,470,430,326,270,160,74
PE_TAC_0202,1209,633,576,171,162,179,189,173,131,109,64,30
PE_TAC_0203,1351,708,644,191,181,200,212,194,147,122,72,33
PE_TAC_0204,168,88,80,24,22,25,26,24,18,15,9,4
PE_TAC_0205,813,426,387,115,109,120,127,117,88,73,43,20
PE_TAC_0206,1201,629,572,169,161,178,188,172,130,108,64,30
PE_TAC_0301,3339,2007,1331,441,402,629,629,527,399,197,83,31
PE_TAC_0302,2649,1595,1054,350,317,499,499,419,317,157,66,25
PE_TAC_0303,3215,1940,1275,424,384,606,607,509,386,190,79,29
PE_TAC_0401,3179,1633,1546,429,427,446,442,430,379,293,223,110
PE_TAC_0402,794,406,387,109,108,115,113,108,93,70,52,26
PE_TAC_0403,895,460,436,121,120,126,125,121,107,82,62,31
PE_TAC_0404,885,455,430,119,119,124,123,120,106,82,62,31
PE_TAC_0405,832,428,404,112,112,117,116,113,99,77,58,29
PE_TAC_0406,776,399,377,105,105,109,108,105,92,71,54,27
PE_TAC_0407,421,217,205,57,56,59,59,57,50,39,30,15
PE_TAC_0408,516,265,251,70,70,73,72,70,61,47,36,18
PE_TUM,253078,131347,121731,46988,42410,44672,40665,33521,22939,12214,6701,2968
PE_TUM_0101,114690,58926,55764,20819,18829,19834,18478,15479,10769,5792,3270,1420
PE_TUM_0102,25770,13240,12530,4678,4231,4456,4152,3478,2420,1301,735,319
PE_TUM_0103,8146,4188,3958,1480,1337,1408,1311,1099,765,412,233,101
PE_TUM_0104,7277,3740,3537,1322,1195,1258,1171,981,683,369,208,90
PE_TUM_0105,8517,4376,4141,1546,1398,1472,1371,1149,800,431,243,106
PE_TUM_0106,4027,2069,1958,731,661,697,649,543,378,203,115,50
PE_TUM_0201,12447,6603,5844,2323,2019,2070,1912,1648,1178,670,423,203
PE_TUM_0202,1901,1008,893,355,308,316,292,252,180,102,65,31
PE_TUM_0203,5580,2955,2625,1038,906,927,854,741,533,301,189,91
PE_TUM_0301,26144,13864,12280,5131,4650,4965,4238,3296,2106,1052,484,221
PE_TUM_0302,29488,15580,13908,5801,5275,5570,4766,3698,2377,1198,552,251
PE_TUM_0303,3097,1641,1456,606,551,585,501,390,250,127,59,27
PE_TUM_0304,5931,3123,2808,1145,1038,1102,959,759,496,253,124,56
PE_UCA,627925,324055,303870,138313,124783,104576,91079,75014,50377,26746,12001,5035
PE_UCA_0101,146290,74310,71980,30420,29071,24373,21120,17760,12464,6681,3086,1315
PE_UCA_0102,13139,6677,6462,2733,2610,2189,1898,1595,1119,599,277,118
PE_UCA_0103,12439,6326,6113,2609,2473,2070,1793,1505,1053,565,260,111
PE_UCA_0104,11239,5711,5529,2341,2234,1873,1622,1363,956,513,237,101
PE_UCA_0105,220930,112221,108708,45931,43901,36812,31898,26825,18826,10090,4661,1986
PE_UCA_0106,4926,2510,2416,1043,982,815,708,594,414,224,103,44
PE_UCA_0107,68960,35032,33928,14340,13703,11490,9956,8372,5875,3149,1454,620
PE_UCA_0201,42213,22184,20029,12906,8752,6631,5484,4105,2472,1255,414,194
PE_UCA_0202,11513,6048,5465,3530,2388,1803,1494,1118,674,342,112,53
PE_UCA_0203,9966,5222,4744,2986,2061,1566,1303,985,602,307,106,49
PE_UCA_0204,4126,2162,1964,1248,857,649,538,401,244,126,43,20
PE_UCA_0301,29849,16651,13198,6510,5692,5211,4851,3839,2088,1047,457,153
PE_UCA_0302,35224,19581,15644,7675,6732,6138,5700,4517,2484,1247,546,185
PE_UCA_0303,10778,6017,4761,2355,2056,1882,1753,1385,752,376,164,55
PE_UCA_0304,8433,4634,3799,1826,1620,1461,1345,1074,611,310,137,49
PE_UCA_0305,5685,3168,2518,1240,1085,992,923,730,399,200,87,29
PE_UCA_0401,5904,3180,2724,1599,1187,1002,896,596,317,205,72,29
PG,9262798,4711891,4550908,2210386,1974757,1609116,1261762,966850,643593,382567,160818,52949
PH,110194337,55342723,54851614,23394068,21232389,19620296,15477482,12284589,9271897,5698852,2467768,746996
PH_00,13221657,6476742,6744915,2525804,2181192,2820306,2135428,1622104,1095289,567847,213939,59747
PH_01,5529022,2759383,2769639,1078647,1051715,935341,743327,607254,521161,341056,180105,70415
PH_01_ILN,646241,321974,324268,110488,115236,109254,90017,73470,65293,44832,25585,12067
PH_01_ILS,757267,375835,381432,131890,137589,129589,104186,86075,71727,52722,30514,12977
PH_01_LUN,777344,390570,386774,149709,148875,130711,106406,87581,70282,47802,25616,10362
PH_01_PAN,3299876,1646890,1652987,677458,641044,557416,435974,354531,309323,192867,96879,34384
PH_02_BTN,19314,9994,9320,4318,3767,3214,2419,1803,1664,1216,634,280
PH_02_CAG,1339012,680648,658364,279644,270049,216328,175255,151410,111547,83796,38889,12094
PH_02_ISA,1845095,944790,900305,387019,373889,323207,259090,207024,149745,93420,39548,12153
PH_02_NUV,521742,267097,254645,109915,104740,89967,72488,58937,41257,28257,11736,4445
PH_02_QUI,239249,123076,116173,51267,48113,43599,33032,26927,18131,11692,4964,1524
PH_03_AUR,253186,130673,122513,59290,51157,41364,34413,27015,20556,12689,5248,1453
PH_03_BAN,740988,370258,370729,147446,140288,138372,110972,89644,60207,34297,15291,4470
PH_03_BUL,3294076,1640873,1653202,683801,585564,613969,505471,379227,278077,157678,68874,21416
PH_03_NUE,2396990,1211666,1185324,478454,449772,428828,346821,267995,210945,132002,61411,20761
PH_03_PAM,2648398,1333184,1315213,533370,483568,503383,394444,294312,227986,135220,57936,18178
PH_03_TAR,1348796,680627,668169,270607,251967,240647,192322,150728,121662,74609,34558,11696
PH_03_ZMB,905426,452962,452463,179512,166427,155553,132591,109181,84654,48914,21582,7011
PH_05_ALB,1397685,706309,691376,311614,286611,217136,173678,147312,129053,81341,39582,11357
PH_05_CAN,653942,334233,319709,152671,133682,101841,86392,70083,55952,34266,14897,4157
PH_05_CAS,2341994,1190191,1151803,544578,485272,361139,287569,245414,208295,131176,61789,16762
PH_05_CAT,298633,151176,147457,68227,60143,43269,34925,28178,27737,21272,11206,3674
PH_05_MAS,1118807,570841,547965,293239,225366,160850,133707,112177,93995,66124,26677,6672
PH_05_SOR,868413,445041,423372,208475,174048,126426,107653,87332,80407,51953,24905,7213
PH_06_AKL,655631,328310,327321,131150,129171,104005,81639,70960,63572,43918,22877,8340
PH_06_ANT,670283,337270,333013,141798,132086,100006,83272,71175,63687,47206,23350,7704
PH_06_CAP,780476,390375,390101,158269,160797,125631,99406,86322,71113,48927,22235,7776
PH_06_GUI,209355,107102,102253,40376,42910,35119,27409,22635,18339,13656,6821,2090
PH_06_ILI,2699365,1344004,1355360,509044,520772,447270,353275,304084,259142,180171,92901,32705
PH_06_NEC,3031603,1526156,1505447,630708,615532,495494,398674,340532,271578,184846,73501,20737
PH_07_CEB,5514750,2737273,2777478,1159304,1050761,1014675,765364,597099,458429,293595,134296,41226
PH_07_NER,1511306,760382,750923,326345,298219,235737,196943,170044,134439,97337,40774,11468
PH_07_SIG,103470,51502,51968,17207,18616,14557,12632,11759,12253,9620,5024,1801
PH_08_BIL,209842,106167,103675,48415,41755,29484,25072,21632,20459,14330,6882,1813
PH_08_EAS,532096,272125,259971,124137,105854,76713,60951,50906,50800,37968,19470,5297
PH_08_LEY,2046836,1038031,1008805,461264,413206,312348,254595,218446,186222,126643,59172,14939
PH_08_NSA,742601,377188,365414,193422,147514,111918,85177,69112,67189,44235,18603,5431
PH_08_SLE,423816,215199,208616,82703,81389,62012,52717,45572,44575,33128,17152,4568
PH_08_WSA,890308,456854,433454,224343,173627,134041,106102,85545,80530,55191,24728,6200
PH_09_ZAN,1145371,583286,562085,261090,231280,188119,153946,122170,97157,60941,23760,6908
PH_09_ZAS,1125623,568844,556779,263152,235344,191842,149031,117567,86241,54473,22036,5937
PH_09_ZSI,777637,399167,378470,191934,169301,127482,100878,77903,57468,35630,13618,3423
PH_10_BUK,1737730,896149,841580,424010,376405,296633,228564,180546,122562,74309,27613,7087
PH_10_CAM,92885,47106,45779,18798,17748,13783,11927,9760,9520,6954,3345,1049
PH_10_LAN,922166,461159,461007,220259,200496,159427,122816,97660,65736,38805,13585,3383
PH_10_MSC,712330,357844,354486,140075,134715,116112,95867,80022,69323,48723,21168,6325
PH_10_MSR,1883912,947797,936115,391269,374417,338912,265383,216834,151595,96092,39320,10089
PH_11_COM,898931,468865,430066,195190,187428,157594,127622,97995,69787,42976,16382,3957
PH_11_DAO,644990,333107,311883,146004,133920,106073,85504,67984,54071,34952,13378,3105
PH_11_DAS,667183,341353,325830,136563,137132,113253,90710,77543,56369,35160,15854,4599
PH_11_DAV,1356539,694955,661584,280429,282069,243635,189147,158080,107356,62145,25991,7687
PH_11_DVO,362322,186415,175907,91802,79134,63421,47479,34964,24871,14138,5081,1433
PH_12_NCO,1660722,848900,811822,385072,354172,285020,223560,171567,125186,76473,30888,8784
PH_12_SAR,623453,320755,302698,153622,133142,111381,82785,60023,44850,25998,9222,2430
PH_12_SCO,1651099,839923,811176,369115,342194,307751,234510,174451,121341,67735,26358,7645
PH_12_SUK,1072280,550650,521630,248660,232169,189235,147704,108944,78267,44750,17671,4881
PH_13_AGN,774842,395478,379365,172689,160884,123408,102738,84914,65129,43317,17326,4437
PH_13_AGS,875085,454553,420532,216402,194068,141253,114679,87785,64645,39496,13618,3139
PH_13_DIN,150909,75535,75374,31434,29523,23362,19012,15939,15307,10851,4327,1154
PH_13_SUN,575189,289217,285972,126176,118535,87809,71446,59600,55195,36363,15702,4363
PH_13_SUR,641737,326861,314876,148972,137352,95065,79890,68342,56284,36791,15133,3908
PH_14_BAS,253355,126229,127126,59338,53608,42713,34295,27384,19612,11011,4276,1119
PH_14_LAS,687490,334808,352682,180263,154327,123729,89272,65907,42596,22919,6963,1515
PH_14_MAG,950168,473015,477153,213433,214852,171384,131604,101346,69327,34309,10948,2966
PH_14_SLU,439482,215381,224101,87884,111965,78209,57996,48252,34167,15487,4356,1165
PH_14_TAW,189438,94558,94880,43360,45813,33624,25894,20310,12881,5609,1641,306
PH_15_ABR,259164,131537,127628,48517,50096,42761,33408,29049,23243,18340,10043,3708
PH_15_APA,144228,74126,70103,31414,28067,25807,19608,15097,11774,8222,3291,948
PH_15_BEN,926874,467895,458979,186535,193666,172078,134553,104250,70487,43323,16668,5313
PH_15_IFU,255623,130667,124956,58828,54867,44828,32245,25307,17087,14506,6543,1412
PH_15_KAL,305720,156449,149271,70790,64787,53022,39321,30738,23369,15463,6584,1646
PH_15_MOU,192149,98637,93513,41035,39920,32109,24378,19225,15171,12123,6173,2015
PH_40_BTG,2887874,1443964,1443910,588139,532919,529043,402665,321163,254058,157051,74591,28244
PH_40_CAV,4174928,2047328,2127600,855188,710449,818032,681311,495649,330161,186780,74086,23270
PH_40_LAG,3416972,1688158,1728814,677322,604422,678439,532171,414011,271839,153835,64914,20020
PH_40_QUE,2416063,1227084,1188979,541791,474214,406183,327394,265416,201940,127867,56097,15161
PH_40_RIZ,3182120,1596817,1585303,685950,554524,600842,503135,393295,255102,129724,46955,12594
PH_41_MAD,227582,114378,113203,49625,45568,32645,27302,25416,22644,15269,7166,1947
PH_41_MDC,593642,305417,288225,144720,121730,101170,78353,60846,46080,27024,10637,3080
PH_41_MDR,990880,502214,488667,239024,207875,162047,126848,103054,77551,47992,20347,6141
PH_41_ROM,301770,151585,150185,69052,61603,43355,37001,30584,28110,20076,9476,2513
PK,231276105,119498840,111777265,55073834,45828351,41141649,33514119,22956679,16478293,9705422,4999943,1577814
PK_BA,8361867,4321390,4040477,1992403,1659903,1488498,1212903,828971,594334,349419,179102,56334
PK_GB,1077407,556893,520514,256647,213433,191565,156176,106921,76745,45220,23335,7367
PK_IS,2335675,1209155,1126520,540886,464925,418821,344975,238627,167576,96604,48248,15012
PK_JK,3838318,1980380,1857939,910460,760520,681358,555825,382170,275075,162619,83744,26548
PK_KP,37575363,19409103,18166260,8951037,7450789,6683947,5449372,3728541,2674566,1573906,808573,254631
PK_PB,127409589,65836375,61573214,30356314,25235754,22662258,18453296,12640843,9078454,5350624,2760300,871746
PK_SD,50675835,26184485,24491349,12065629,10042619,9014837,7341261,5030388,3611393,2126944,1096600,346164
PL,39209653,18894984,20314668,3936692,3881182,4677066,6212570,5679718,4760792,5393134,2909758,1758740
PL_02,3178681,1525961,1652721,319130,314629,379146,503594,460449,385990,437198,235941,142605
PL_04,2135494,1027871,1107622,214397,211381,254740,338372,309327,259276,293745,158465,95790
PL_06,2155627,1041703,1113924,216466,213402,257129,341566,312237,261730,296476,159932,96689
PL_08,1028529,497182,531346,103253,101801,122690,162950,148965,124910,141469,76336,46155
PL_10,2472241,1179297,1292944,248206,244713,294911,391730,358105,300162,340065,183453,110895
PL_12,3438338,1659409,1778930,345204,340344,410161,544806,498067,417473,472935,255138,154209
PL_14,5488241,2618011,2870230,551004,543251,654686,869620,794974,666343,754927,407256,246180
PL_16,972531,471061,501470,97649,96265,115986,154065,140906,118085,133753,72204,43618
PL_18,2158921,1050922,1107999,216770,213717,257529,342087,312725,262132,296941,160185,96833
PL_20,1196121,581935,614186,120092,118395,142683,189506,173249,145243,164524,88766,53663
PL_22,2372867,1147662,1225205,238229,234877,283056,375984,343711,288097,326396,176079,106437
PL_24,4542066,2187295,2354771,456052,449593,541710,719555,658071,551498,624677,337201,203709
PL_26,1271132,620301,650831,127618,125822,151632,201413,184124,154332,174849,94325,57018
PL_28,1478580,717202,761378,148485,146369,176357,234323,214167,179557,203360,109678,66284
PL_30,3562004,1717496,1844508,357615,352583,424907,564405,515958,432473,489966,264319,159777
PL_32,1747063,846248,900815,175397,172929,208404,276816,253056,212129,240311,129647,78374
PN,,,,,,,,,,,,
PR,3663576,1750923,1912653,393572,481121,533336,516414,494489,453562,376235,261086,153761
PT,10703034,5053313,5649721,884154,1089210,1159540,1274567,1644763,1555242,1358816,1026925,709817
PT_11,3630946,1712308,1918638,299961,369513,393356,432396,557993,527614,460954,348364,240795
PT_15,499547,239055,260491,41267,50837,54119,59489,76767,72589,63420,47929,33129
PT_16,2314418,1100567,1213851,191183,235529,250742,275610,355657,336302,293836,222067,153493
PT_20,227782,109191,118591,18816,23180,24678,27125,35003,33098,28919,21856,15107
PT_30,255186,116168,139017,21079,25969,27647,30388,39214,37080,32398,24485,16924
PW,28438,14679,13759,3217,4437,4722,4286,3960,3859,2245,1046,665
PY,7500435,3793710,3706725,1452697,1397477,1387624,1173780,774618,578373,418409,222308,95149
PY_1,251193,128030,123163,54976,52901,41031,32083,23545,19433,15177,7700,4346
PY_10,892519,462564,429955,188685,174092,165064,138608,88061,62379,44172,22480,8977
PY_11,2295629,1126168,1169462,422777,396263,447891,394838,254336,177427,117691,59555,24852
PY_12,94201,48066,46136,15717,17801,15135,13881,10095,8830,6937,3955,1851
PY_13,164500,81943,82557,34147,31744,31117,25906,15216,11759,8630,4253,1728
PY_14,256423,132907,123516,54212,50007,47393,39809,25296,17934,12713,6473,2587
PY_15,169111,87893,81218,33597,29881,31341,27215,16687,13579,10252,4834,1726
PY_16,22489,11846,10644,4540,3966,4179,3645,2196,1787,1354,616,208
PY_19,66851,35216,31635,13611,11762,12441,10911,6429,5255,4030,1820,592
PY_2,436954,231222,205732,96765,91552,72801,61558,41029,31745,24087,12372,5045
PY_3,315047,163252,151794,66541,61424,58260,48922,31078,22038,15628,7967,3190
PY_4,228600,118195,110405,42690,44880,36405,31331,23282,19504,15941,9742,4825
PY_5,560246,290465,269781,118539,109386,103522,86902,55191,39147,27770,14140,5651
PY_6,191494,99018,92475,35810,37614,30546,26271,19500,16306,13304,8124,4017
PY_7,613064,319383,293681,125940,126243,108840,88703,61924,45129,31054,18049,7182
PY_8,130496,66736,63760,22111,24790,21105,19212,13891,12067,9440,5381,2498
PY_9,234017,120986,113031,43575,45944,37152,31999,23853,20042,16414,10051,4988
PY_ASU,580621,271449,309172,79279,87838,124103,92552,63284,54120,43833,24764,10848
QA,6741473,5025659,1715814,650082,550735,1734007,1924521,1052534,585675,190712,39245,13963
RE,932045,449801,482245,137990,144567,122520,103745,122382,130443,94483,49684,26231
RO,33892642,16568331,17324311,3319682,3661798,3683123,4717478,5285345,4465335,4424712,2713802,1621368
RS,6980836,3401396,3579440,745454,804546,887323,961735,972641,874115,920485,554483,260053
RU,30377504,13832282,16545222,3836309,3134232,3242860,5131526,4252599,3934214,3914108,1749370,1182287
RU_AD,439276,200023,239253,60212,45771,43847,69730,56139,53592,63982,26858,19145
RU_AL,210167,98744,111422,40030,27072,24220,35357,29458,20753,18282,9371,5623
RU_ALT,2205388,1007163,1198225,278408,231288,245140,345666,327114,284018,277111,131380,85263
RU_AMU,748358,354500,393858,106351,86685,89644,127255,104308,101960,84015,29427,18714
RU_ARK,1066062,489874,576188,134097,115397,119007,176875,158704,141592,129123,56520,34747
RU_AST,1017931,469165,548766,141539,114914,111290,173322,142616,121180,122955,55772,34342
RU_BA,4030733,1854366,2176367,591967,466925,396087,707249,566677,430470,503383,229253,138722
RU_BEL,1562490,699840,862650,183447,157455,151617,254630,217253,191052,221419,106499,79117
RU_BRY,1162511,518233,644278,139935,115276,110998,190435,157474,143469,159239,88235,57450
RU_BU,961379,450755,510624,157263,124924,114538,160092,135498,105180,99673,38749,25462
RU_CE,1518716,723011,795705,443712,235573,182571,258887,164239,87822,88158,31963,25791
RU_CHE,3322925,1505222,1817704,417373,353281,362397,539177,457934,445475,440299,192461,114527
RU_CHU,46689,24274,22416,8009,5557,5301,9489,8266,7217,2444,296,110
RU_CU,1177405,534099,643306,156552,131010,121349,211456,160680,133950,150606,64431,47370
RU_DA,3408775,1628786,1779989,830342,514184,416732,635552,355276,227257,257793,101765,69873
RU_IN,378989,176085,202903,115158,58370,46581,66833,36483,22061,21048,6680,5774
RU_IRK,2250367,1035714,1214653,335029,264230,261263,377455,312733,280034,260251,98909,60464
RU_IVA,962478,419053,543425,99306,89403,95090,153848,130614,128089,148837,72003,45287
RU_KAM,281416,140380,141036,38451,30584,35758,55864,41526,44472,26530,5598,2632
RU_KB,810941,374211,436731,139992,102522,95205,150014,100892,79196,88094,31874,23154
RU_KC,529809,243393,286415,86937,63262,56675,92453,68939,50134,65310,26633,19466
RU_KDA,5786265,2632521,3153744,730859,581938,586100,929899,756663,747254,846688,351708,255155
RU_KEM,2601975,1186967,1415008,330517,271531,289973,413836,384845,348637,327154,148147,87334
RU_KGD,919776,428402,491374,108324,96088,101327,161785,130866,127074,116909,51922,25480
RU_KGN,791925,357604,434321,100764,84500,77918,124263,111560,101962,108424,49747,32788
RU_KHA,1237304,582858,654446,153738,139565,151676,215921,167482,184993,143360,48412,32157
RU_KHM,1609344,796177,813166,270239,194358,213792,353620,288082,177371,82150,19910,9822
RU_KIR,1163502,525078,638424,133774,118889,117057,180260,175757,147847,158407,78328,53183
RU_KK,517160,238109,279051,72755,59072,60222,85498,75994,64004,58848,25446,15320
RU_KL,286243,135321,150923,50224,36682,29418,51906,43632,26595,30086,11305,6397
RU_KLU,973687,433784,539903,105721,93056,93462,156274,139260,132772,142096,68155,42892
RU_KO,773223,364526,408697,108709,87140,91314,144455,125069,97236,77774,26830,14696
RU_KOS,590179,262956,327223,67350,58199,57006,92842,85292,73054,86932,41786,27717
RU_KR,563330,255101,308230,68646,59452,61465,96042,83916,75606,70910,30400,16893
RU_KRS,1007729,448859,558870,116662,94799,93072,160243,141455,125404,148762,76291,51042
RU_KYA,2663486,1234961,1428525,373293,300435,310826,463408,394789,337944,295836,115016,71939
RU_LEN,6945648,3051768,3893880,648639,628827,719680,1143793,979363,1069875,951803,448744,354924
RU_LIP,1125238,503048,622190,126895,105843,105306,184611,159140,145677,166728,77560,53479
RU_MAG,129869,63276,66592,17634,13668,15642,24228,22122,22308,10650,2504,1112
RU_ME,658924,299912,359012,85808,76904,66666,112390,101700,76886,78369,37418,22782
RU_MO,767466,343798,423668,88700,76013,74643,132182,110214,94566,104924,48384,37839
RU_MOS,7941750,3543764,4397986,822898,714366,814703,1321668,1126953,1119041,1151086,526520,344515
RU_MOW,13129168,6055264,7073904,1244104,1041774,1441357,2447909,1905243,1934323,1717446,781755,615257
RU_MUR,688776,326234,362542,87844,75636,87041,132754,110442,96520,67650,21086,9804
RU_NEN,37864,18447,19417,7049,4746,4297,6916,5796,4335,3089,1048,589
RU_NIZ,3066073,1352822,1713252,334683,288449,302115,487505,429914,413659,448874,211435,149438
RU_NVS,2633425,1194882,1438542,310001,272632,295296,427261,380577,350790,342299,151067,103502
RU_OMS,1858242,845809,1012433,241050,208677,206895,311955,267989,227040,229303,100359,64974
RU_ORE,1867192,858331,1008861,257418,207898,198359,319235,262808,219757,237662,102695,61360
RU_ORL,704301,313439,390862,80649,66291,67252,112795,99336,92163,100714,51814,33287
RU_PER,2422028,1098657,1323371,322995,260808,265188,404523,338561,318173,294331,134275,83175
RU_PNZ,1307203,582968,724236,142372,124582,122516,212404,182202,182957,190346,86275,63549
RU_PRI,1823127,861172,961955,222596,195994,212261,321259,248013,276674,224025,74428,47876
RU_PSK,578799,257196,321603,61066,54606,52812,89250,79909,78813,85372,45949,31024
RU_ROS,4131572,1875259,2256313,482306,415807,425739,670769,557349,538655,611624,260112,169209
RU_RYA,1068944,472993,595951,110034,96764,97390,165361,144115,146320,170497,79669,58794
RU_SA,970125,470421,499704,195895,127165,110158,179886,144727,110808,68281,21081,12125
RU_SAK,443131,210860,232270,57541,47398,52755,77218,68409,71160,45944,15513,7192
RU_SAM,3185727,1438287,1747440,363193,313124,346603,541953,437777,452915,425139,186395,118629
RU_SAR,2352774,1057843,1294931,272054,237586,238355,394591,316294,320995,335400,139172,98327
RU_SE,683739,314411,369329,108094,77898,73965,116876,79792,72928,91618,36892,25676
RU_SMO,911385,403408,507977,95890,88321,88823,145926,132113,122573,122010,67588,48140
RU_SPE,4884373,2131003,2753370,435834,430233,509099,818069,677191,775162,660213,311058,267514
RU_STA,2851936,1305716,1546220,382800,318847,303423,465277,372730,338264,391705,164681,114210
RU_SVE,4073365,1837840,2235525,490152,416936,457168,663624,571315,549200,536568,240411,147992
RU_TA,3797443,1723009,2074433,523635,414571,386453,648082,537203,444103,477883,217512,148002
RU_TAM,992899,441665,551233,109587,91390,89418,157373,135756,129231,149818,74465,55861
RU_TOM,1049132,486318,562815,135574,125137,130320,173006,150977,135122,115973,50223,32801
RU_TUL,1413694,618948,794746,141059,120712,134015,216220,190525,200753,222611,115895,71904
RU_TVE,1228403,537326,691077,130302,113136,112803,186939,170143,163082,185983,99057,66957
RU_TY,310111,146441,163671,74082,47852,38070,60111,32279,28582,20564,5771,2801
RU_TYU,1408152,648436,759716,191179,170695,161733,241386,206501,165831,155697,69386,45742
RU_UD,1462850,663751,799099,202050,163342,160619,247127,218915,179672,169716,74348,47061
RU_ULY,1188772,535923,652849,137618,124773,113978,202267,173703,157455,158584,72881,47513
